Customer ID,Satisfaction Score,Customer Status,Churn Value,Churn Category,Churn Reason
1436-ZMJAN,5,Stayed,0,,
4140-WJAWW,1,Churned,1,Price,Long distance charges
0657-DOGUM,4,Stayed,0,,
4878-BUNFV,5,Stayed,0,,
8294-UIMBA,5,Stayed,0,,
8849-GYOKR,1,Churned,1,Dissatisfaction,Product dissatisfaction
6032-IGALN,1,Churned,1,Competitor,Competitor had better devices
4115-NZRKS,5,Stayed,0,,
3594-IVHJZ,5,Joined,0,,
2589-AYCRP,4,Stayed,0,,
3521-SYVOR,1,Churned,1,Attitude,Attitude of support person
0979-MOZQI,4,Stayed,0,,
0219-YTZUE,3,Churned,1,Competitor,Competitor made better offer
9389-ACWBI,3,Stayed,0,,
1862-QRWPE,5,Stayed,0,,
0021-IKXGC,4,Joined,0,,
5343-SGUBI,4,Stayed,0,,
9825-YCXWZ,5,Stayed,0,,
3551-HUAZH,2,Churned,1,Price,Price too high
4072-IPYLT,3,Stayed,0,,
3067-SVMTC,3,Stayed,0,,
8401-EMUWF,3,Stayed,0,,
2688-BHGOG,5,Stayed,0,,
4301-VVZKA,5,Stayed,0,,
5590-BYNII,2,Churned,1,Other,Don't know
3472-QPRCH,5,Stayed,0,,
5630-IXDXV,4,Stayed,0,,
4661-NJEUX,3,Joined,0,,
2522-WLNSF,4,Stayed,0,,
6023-GSSXW,5,Stayed,0,,
0122-OAHPZ,3,Churned,1,Competitor,Competitor made better offer
6017-PPLPX,1,Churned,1,Competitor,Competitor had better devices
7359-SSBJK,1,Churned,1,Price,Lack of affordable download/upload speed
7658-UYUQS,5,Stayed,0,,
5153-RTHKF,5,Stayed,0,,
6981-TDRFT,5,Stayed,0,,
0733-VUNUW,1,Churned,1,Competitor,Competitor had better devices
0898-XCGTF,5,Stayed,0,,
7233-PAHHL,4,Stayed,0,,
5063-IUOKK,5,Stayed,0,,
0221-NAUXK,5,Stayed,0,,
6695-AMZUF,4,Stayed,0,,
8818-DOPVL,3,Stayed,0,,
2476-YGEFM,3,Stayed,0,,
0406-BPDVR,2,Churned,1,Price,Lack of affordable download/upload speed
3815-SLMEF,1,Churned,1,Competitor,Competitor offered higher download speeds
0011-IGKFF,1,Churned,1,Dissatisfaction,Product dissatisfaction
2205-YMZZJ,3,Churned,1,Competitor,Competitor made better offer
7892-POOKP,3,Churned,1,Other,Moved
4835-YSJMR,4,Stayed,0,,
3154-HMWUU,5,Stayed,0,,
5474-LAMUQ,3,Stayed,0,,
4897-QSUYC,3,Churned,1,Attitude,Attitude of support person
2482-CZGBB,1,Churned,1,Competitor,Competitor had better devices
8016-NCFVO,4,Stayed,0,,
8347-GDTMP,3,Stayed,0,,
2511-MORQY,4,Stayed,0,,
3955-JBZZM,3,Stayed,0,,
7854-EDSSA,3,Churned,1,Dissatisfaction,Poor expertise of online support
6133-OZILE,3,Stayed,0,,
4937-QPZPO,5,Stayed,0,,
8651-ENBZX,3,Churned,1,Price,Long distance charges
8050-XGRVL,4,Stayed,0,,
0742-MOABM,2,Churned,1,Competitor,Competitor made better offer
6311-UEUME,2,Churned,1,Price,Extra data charges
0623-IIHUG,1,Churned,1,Competitor,Competitor made better offer
9027-YFHQJ,5,Stayed,0,,
3978-YNKDD,4,Stayed,0,,
3717-FDJFU,3,Stayed,0,,
0962-CQPWQ,5,Stayed,0,,
1496-GGSUK,1,Churned,1,Attitude,Attitude of service provider
2637-FKFSY,4,Joined,0,,
7094-MSZAO,4,Stayed,0,,
9492-TOKRI,1,Churned,1,Competitor,Competitor had better devices
4735-ASGMA,1,Churned,1,Competitor,Competitor had better devices
5122-CYFXA,3,Joined,0,,
7508-KBIMB,4,Stayed,0,,
0580-PIQHM,3,Stayed,0,,
6094-ZIVKX,4,Stayed,0,,
1335-MXCSE,3,Stayed,0,,
6861-OKBCE,2,Churned,1,Attitude,Attitude of support person
6319-IEJWJ,1,Churned,1,Other,Moved
3452-SRFEG,5,Stayed,0,,
0491-KAPQG,5,Stayed,0,,
8311-UEUAB,3,Stayed,0,,
9381-NDKME,1,Churned,1,Dissatisfaction,Limited range of services
7398-SKNQZ,5,Joined,0,,
6910-HADCM,2,Churned,1,Attitude,Attitude of support person
3882-IYOIJ,5,Stayed,0,,
0365-GXEZS,5,Stayed,0,,
5599-HVLTW,4,Stayed,0,,
1025-FALIX,3,Stayed,0,,
8778-LMWTJ,3,Stayed,0,,
9788-HNGUT,3,Stayed,0,,
9531-NSBMR,3,Stayed,0,,
3347-YJZZE,4,Stayed,0,,
4873-ILOLJ,1,Churned,1,Competitor,Competitor had better devices
1170-SASML,5,Stayed,0,,
9090-SGQXL,3,Churned,1,Competitor,Competitor offered more data
5062-CJJKH,5,Stayed,0,,
9143-CANJF,3,Stayed,0,,
8663-UPDGF,4,Stayed,0,,
7541-YLXCL,1,Churned,1,Other,Don't know
7963-GQRMY,2,Churned,1,Price,Extra data charges
7729-JTEEC,5,Joined,0,,
5465-BUBFA,3,Stayed,0,,
0550-DCXLH,4,Stayed,0,,
3982-JGSFD,5,Stayed,0,,
8875-AKBYH,4,Stayed,0,,
9912-GVSEQ,2,Churned,1,Dissatisfaction,Network reliability
1552-TKMXS,3,Stayed,0,,
6143-JQKEA,3,Stayed,0,,
8457-XIGKN,4,Stayed,0,,
6519-CFDBX,3,Joined,0,,
2665-NPTGL,4,Stayed,0,,
4070-OKWVH,3,Stayed,0,,
5673-TIYIB,3,Churned,1,Other,Don't know
9443-JUBUO,4,Stayed,0,,
1400-MMYXY,2,Churned,1,Attitude,Attitude of service provider
7404-JLKQG,3,Joined,0,,
9610-WCESF,4,Stayed,0,,
3547-LQRIK,4,Stayed,0,,
3243-ZHOHY,3,Stayed,0,,
4683-WYDOU,4,Stayed,0,,
4633-MKHYU,5,Stayed,0,,
6670-MFRPK,4,Stayed,0,,
3247-MHJKM,3,Joined,0,,
9898-KZQDZ,1,Churned,1,Competitor,Competitor had better devices
8620-RJPZN,5,Joined,0,,
7978-DKUQH,5,Stayed,0,,
1258-YMZNM,3,Stayed,0,,
4678-DVQEO,1,Churned,1,Competitor,Competitor made better offer
1790-NESIO,5,Stayed,0,,
6016-LVTJQ,3,Stayed,0,,
7409-KIUTL,3,Churned,1,Competitor,Competitor made better offer
4307-KWMXE,3,Stayed,0,,
2100-BDNSN,3,Churned,1,Price,Price too high
0637-YLETY,1,Churned,1,Attitude,Attitude of service provider
6804-GDMOI,3,Churned,1,Competitor,Competitor offered more data
3629-ZNKXA,4,Stayed,0,,
9796-MVYXX,4,Stayed,0,,
7340-KEFQE,4,Stayed,0,,
5028-GZLDO,1,Churned,1,Dissatisfaction,Service dissatisfaction
7760-OYPDY,1,Churned,1,Competitor,Competitor had better devices
8499-BRXTD,5,Stayed,0,,
5832-EXGTT,3,Stayed,0,,
7649-PHJVR,4,Stayed,0,,
9730-DRTMJ,5,Stayed,0,,
6848-HJTXY,3,Stayed,0,,
4759-PXTAN,5,Stayed,0,,
2811-POVEX,5,Stayed,0,,
2826-DXLQO,3,Stayed,0,,
3780-DDGSE,5,Stayed,0,,
1200-TUZHR,4,Stayed,0,,
1360-JYXKQ,5,Stayed,0,,
9926-PJHDQ,3,Stayed,0,,
5795-BKOYE,4,Stayed,0,,
3481-JHUZH,5,Stayed,0,,
8314-DPQHL,4,Stayed,0,,
1352-VHKAJ,5,Stayed,0,,
6296-DDOOR,4,Stayed,0,,
8272-ONJLV,5,Stayed,0,,
3655-SNQYZ,4,Stayed,0,,
0178-SZBHO,3,Stayed,0,,
3987-KQDDU,3,Stayed,0,,
5028-HTLJB,1,Churned,1,Price,Long distance charges
2882-DDZPG,4,Stayed,0,,
7691-XVTZH,4,Stayed,0,,
6598-KELSS,3,Stayed,0,,
5572-ZDXHY,1,Churned,1,Competitor,Competitor had better devices
1137-DGOWI,4,Stayed,0,,
7694-VLBWQ,2,Churned,1,Dissatisfaction,Product dissatisfaction
0384-RVBPI,3,Stayed,0,,
8985-OOPOS,5,Joined,0,,
5183-SNMJQ,3,Stayed,0,,
5919-TMRGD,1,Churned,1,Competitor,Competitor had better devices
8645-KOMJQ,5,Stayed,0,,
0690-SRQID,3,Stayed,0,,
7841-TZDMQ,3,Churned,1,Other,Don't know
6854-EXGSF,3,Stayed,0,,
6156-UZDLF,3,Stayed,0,,
8750-QWZAJ,4,Stayed,0,,
3890-RTCMS,4,Stayed,0,,
2292-XQWSV,4,Stayed,0,,
2607-FBDFF,3,Joined,0,,
2314-TNDJQ,4,Stayed,0,,
5297-MDOIR,4,Stayed,0,,
2220-IAHLS,3,Joined,0,,
2843-CQMEG,3,Stayed,0,,
3565-UNOCC,1,Churned,1,Competitor,Competitor offered higher download speeds
4154-AQUGT,1,Churned,1,Competitor,Competitor made better offer
3779-OSWCF,3,Stayed,0,,
3317-HRTNN,3,Churned,1,Competitor,Competitor made better offer
1353-LJWEM,3,Stayed,0,,
7142-HVGBG,1,Churned,1,Competitor,Competitor had better devices
8277-RVRSV,4,Stayed,0,,
4000-VGMQP,5,Stayed,0,,
6305-YLBMM,3,Churned,1,Attitude,Attitude of service provider
8564-LDKFL,5,Stayed,0,,
5003-XZWWO,4,Stayed,0,,
9644-UMGQA,3,Stayed,0,,
0746-JTRFU,1,Churned,1,Dissatisfaction,Product dissatisfaction
5649-TJHOV,1,Churned,1,Dissatisfaction,Product dissatisfaction
9308-ANMVE,3,Stayed,0,,
6890-PFRQX,3,Stayed,0,,
9052-DHNKM,3,Stayed,0,,
3845-JHAMY,5,Stayed,0,,
7831-QGOXH,3,Churned,1,Other,Don't know
1096-ADRUX,3,Stayed,0,,
1474-JUWSM,3,Stayed,0,,
1195-OIYEJ,2,Churned,1,Attitude,Attitude of support person
2018-QKYGT,5,Joined,0,,
4257-GAESD,5,Stayed,0,,
8782-LKFPK,4,Stayed,0,,
4719-UMSIY,5,Stayed,0,,
2252-ISRNH,3,Stayed,0,,
4652-ODEVH,5,Stayed,0,,
9661-MHUMO,3,Churned,1,Dissatisfaction,Service dissatisfaction
7609-NRNCA,3,Stayed,0,,
6627-CFOSN,3,Stayed,0,,
4010-YLMVT,4,Stayed,0,,
7377-DMMRI,1,Churned,1,Attitude,Attitude of support person
5126-RCXYW,4,Stayed,0,,
9546-CQJSU,1,Churned,1,Competitor,Competitor had better devices
3082-VQXNH,3,Joined,0,,
8008-HAWED,1,Churned,1,Competitor,Competitor had better devices
1621-YNCJH,3,Stayed,0,,
7854-EKTJL,3,Churned,1,Attitude,Attitude of support person
4228-ZGYUW,3,Churned,1,Competitor,Competitor offered more data
5968-HYJRZ,4,Stayed,0,,
4958-XCBDQ,3,Churned,1,Competitor,Competitor offered more data
5494-HECPR,2,Churned,1,Other,Moved
6369-MCAKO,3,Stayed,0,,
1226-JZNKR,4,Stayed,0,,
4307-KTUMW,1,Churned,1,Attitude,Attitude of service provider
0723-VSOBE,3,Stayed,0,,
4859-ZSRDZ,3,Stayed,0,,
4815-YOSUK,3,Stayed,0,,
7951-VRDVK,4,Stayed,0,,
6485-QXWWE,3,Stayed,0,,
4003-FUSHP,3,Stayed,0,,
0487-CRLZF,5,Stayed,0,,
3763-GCZHZ,2,Churned,1,Competitor,Competitor offered more data
8309-IEYJD,4,Joined,0,,
7742-MYPGI,4,Stayed,0,,
7250-EQKIY,2,Churned,1,Competitor,Competitor made better offer
8065-QBYTO,4,Stayed,0,,
5480-HPRRX,3,Churned,1,Attitude,Attitude of support person
1248-DYXUB,5,Stayed,0,,
9871-ELEYA,3,Stayed,0,,
8901-UPRHR,4,Stayed,0,,
1410-RSCMR,3,Stayed,0,,
0064-SUDOG,5,Stayed,0,,
8043-PNYSD,5,Stayed,0,,
7206-PQBBZ,3,Stayed,0,,
3688-FTHLT,3,Stayed,0,,
5619-XZZKR,4,Stayed,0,,
4745-LSPLO,2,Churned,1,Attitude,Attitude of support person
4537-CIBHB,5,Stayed,0,,
2408-TZMJL,1,Churned,1,Dissatisfaction,Network reliability
9742-XOKTS,3,Stayed,0,,
0835-JKADZ,4,Stayed,0,,
1731-TVIUK,2,Churned,1,Competitor,Competitor made better offer
2903-YYTBW,4,Joined,0,,
5073-RZGBK,3,Stayed,0,,
7480-SPLEF,3,Stayed,0,,
1555-HAPSU,5,Stayed,0,,
9837-FWLCH,3,Stayed,0,,
6603-YRDCJ,3,Stayed,0,,
0685-MLYYM,2,Churned,1,Price,Long distance charges
2001-EWBQU,5,Stayed,0,,
8048-DSDFQ,5,Joined,0,,
2969-QWUBZ,5,Joined,0,,
7328-OWMOM,3,Stayed,0,,
2013-SGDXK,1,Churned,1,Competitor,Competitor offered more data
5627-TVBPP,4,Stayed,0,,
7330-WZLNC,3,Churned,1,Competitor,Competitor offered more data
9500-WBGRP,3,Stayed,0,,
5688-KZTSN,1,Churned,1,Competitor,Competitor made better offer
5701-ZIKJE,5,Stayed,0,,
9640-ZSLDC,4,Stayed,0,,
5173-WXOQV,4,Joined,0,,
5136-KCKGI,2,Churned,1,Competitor,Competitor had better devices
9134-WYRVP,3,Stayed,0,,
0330-IVZHA,2,Churned,1,Attitude,Attitude of service provider
5533-NHFRF,4,Stayed,0,,
7074-IEVOJ,1,Churned,1,Dissatisfaction,Product dissatisfaction
4501-VCPFK,5,Stayed,0,,
1184-PJVDB,1,Churned,1,Competitor,Competitor had better devices
3557-HTYWR,4,Stayed,0,,
9555-SAHUZ,3,Stayed,0,,
9802-CAQUT,4,Stayed,0,,
2267-WTPYD,5,Stayed,0,,
1809-DMJHQ,1,Churned,1,Competitor,Competitor had better devices
9700-ISPUP,5,Stayed,0,,
2243-FNMMI,3,Stayed,0,,
8225-BTJAU,1,Churned,1,Competitor,Competitor had better devices
8930-XOTDP,4,Stayed,0,,
8861-HGGKB,2,Churned,1,Competitor,Competitor made better offer
4628-WQCQQ,1,Churned,1,Competitor,Competitor had better devices
1135-LMECX,5,Joined,0,,
3904-UKFRE,3,Stayed,0,,
8404-VIOMB,4,Stayed,0,,
7123-WQUHX,5,Stayed,0,,
7971-HLVXI,5,Stayed,0,,
4510-PYUSH,1,Churned,1,Attitude,Attitude of support person
2905-KFQUV,3,Joined,0,,
6710-HSJRD,4,Stayed,0,,
3572-UOLYZ,3,Stayed,0,,
4250-WAROZ,3,Stayed,0,,
1353-GHZOS,3,Stayed,0,,
3766-EJLFL,4,Stayed,0,,
0361-HJRDX,3,Stayed,0,,
9967-ATRFS,5,Stayed,0,,
7758-XKCBS,1,Churned,1,Competitor,Competitor offered more data
8990-YOZLV,3,Stayed,0,,
7823-JSOAG,3,Joined,0,,
0641-EVBOJ,4,Joined,0,,
2634-HCZGT,1,Churned,1,Other,Moved
0616-ATFGB,1,Churned,1,Competitor,Competitor had better devices
1866-OBPNR,5,Joined,0,,
7274-RTAPZ,1,Churned,1,Dissatisfaction,Product dissatisfaction
3672-YITQD,1,Churned,1,Competitor,Competitor made better offer
4693-VWVBO,4,Joined,0,,
0680-DFNNY,2,Churned,1,Competitor,Competitor offered more data
9465-RWMXL,3,Churned,1,Competitor,Competitor made better offer
2664-XJZNO,4,Stayed,0,,
5726-CVNYA,5,Stayed,0,,
4030-VPZBD,2,Churned,1,Dissatisfaction,Network reliability
8374-UULRV,4,Stayed,0,,
8019-ENHXU,2,Churned,1,Dissatisfaction,Network reliability
7808-DVWEP,3,Joined,0,,
0812-WUPTB,2,Churned,1,Price,Long distance charges
3058-HJCUY,1,Churned,1,Competitor,Competitor had better devices
9408-HRXRK,4,Stayed,0,,
1121-QSIVB,3,Stayed,0,,
2900-PHPLN,3,Stayed,0,,
0607-MVMGC,3,Stayed,0,,
5951-AOFIH,5,Stayed,0,,
0463-WZZKO,5,Joined,0,,
2824-DXNKN,3,Stayed,0,,
9779-DPNEJ,5,Stayed,0,,
8160-HOWOX,4,Stayed,0,,
3316-UWXUY,4,Stayed,0,,
5567-WSELE,1,Churned,1,Competitor,Competitor had better devices
6988-CJEYV,3,Stayed,0,,
6538-POCHL,3,Stayed,0,,
4730-AWNAU,3,Stayed,0,,
7459-RRWQZ,1,Churned,1,Competitor,Competitor made better offer
9648-BCHKM,3,Stayed,0,,
8232-UTFOZ,4,Stayed,0,,
7669-LCRSD,3,Stayed,0,,
5673-FSSMF,3,Churned,1,Attitude,Attitude of support person
1803-BGNBD,3,Stayed,0,,
6204-IEUXJ,3,Churned,1,Attitude,Attitude of service provider
8552-OBVRU,3,Stayed,0,,
2840-XANRC,2,Churned,1,Competitor,Competitor made better offer
2202-CUYXZ,1,Churned,1,Competitor,Competitor had better devices
9150-HEPMB,3,Stayed,0,,
9753-OYLBX,5,Joined,0,,
5366-OBVMR,3,Stayed,0,,
4623-ZKHLY,4,Stayed,0,,
1345-ZUKID,3,Stayed,0,,
5628-RKIFK,3,Stayed,0,,
8865-TNMNX,3,Stayed,0,,
8917-FAEMR,3,Stayed,0,,
8785-CJSHH,4,Stayed,0,,
9269-CQOOL,1,Churned,1,Competitor,Competitor had better devices
9068-VPWQQ,4,Stayed,0,,
0991-BRRFB,1,Churned,1,Other,Deceased
4795-KTRTH,1,Churned,1,Competitor,Competitor made better offer
0206-OYVOC,5,Stayed,0,,
2236-HILPA,5,Stayed,0,,
4936-YPJNK,4,Stayed,0,,
1017-FBQMM,4,Stayed,0,,
0536-ACXIP,3,Stayed,0,,
3566-CAAYU,5,Stayed,0,,
3877-JRJIP,2,Churned,1,Attitude,Attitude of support person
2475-MROZF,3,Stayed,0,,
6696-YDAYZ,3,Stayed,0,,
1575-KRZZE,3,Stayed,0,,
5318-IXUZF,2,Churned,1,Other,Don't know
6904-JLBGY,4,Stayed,0,,
4529-CKBCL,2,Churned,1,Attitude,Attitude of service provider
1709-EJDOX,3,Stayed,0,,
4115-UMJFQ,5,Stayed,0,,
5103-MHMHY,1,Churned,1,Competitor,Competitor had better devices
4826-XTSOH,1,Churned,1,Competitor,Competitor had better devices
4324-BZCKL,5,Stayed,0,,
2400-FEQME,5,Stayed,0,,
3584-WKTTW,4,Stayed,0,,
6729-GDNGC,5,Stayed,0,,
3831-YCPUO,3,Stayed,0,,
0620-DLSLK,3,Stayed,0,,
9418-RUKPH,4,Stayed,0,,
6833-JMZYP,3,Stayed,0,,
8111-SLLHI,3,Churned,1,Attitude,Attitude of support person
1371-OJCEK,5,Stayed,0,,
1518-OMDIK,4,Stayed,0,,
2821-WARNZ,5,Stayed,0,,
7252-NTGSS,3,Joined,0,,
9845-PEEKO,5,Stayed,0,,
1053-MXTTK,4,Stayed,0,,
5997-OPVFA,4,Stayed,0,,
2359-KLTEK,3,Stayed,0,,
2388-LAESQ,3,Stayed,0,,
4236-UJPWO,4,Joined,0,,
2252-NKNSI,3,Stayed,0,,
5916-QEWPT,4,Joined,0,,
6265-SXWBU,4,Stayed,0,,
7399-QHBJS,3,Stayed,0,,
7131-ZQZNK,5,Stayed,0,,
3544-FBCAS,3,Stayed,0,,
6509-TSGWN,4,Stayed,0,,
6849-WLEYG,3,Churned,1,Attitude,Attitude of support person
0840-DFEZH,3,Stayed,0,,
2636-OHFMN,2,Churned,1,Price,Long distance charges
1686-STUHN,3,Stayed,0,,
0603-TPMIB,4,Stayed,0,,
1976-AZZPJ,4,Stayed,0,,
2720-WGKHP,1,Churned,1,Other,Don't know
5647-FXOTP,5,Stayed,0,,
5914-GXMDA,5,Stayed,0,,
3317-VLGQT,4,Stayed,0,,
3055-VTCGS,3,Stayed,0,,
5649-VUKMC,2,Churned,1,Competitor,Competitor made better offer
1494-EJZDW,5,Stayed,0,,
5981-ZVXOT,3,Stayed,0,,
4088-YLDSU,1,Churned,1,Competitor,Competitor had better devices
8824-RWFXJ,1,Churned,1,Competitor,Competitor had better devices
3097-FQTVJ,4,Stayed,0,,
7952-OBOYL,5,Joined,0,,
8728-SKJLR,3,Stayed,0,,
0308-GIQJT,4,Stayed,0,,
2027-DNKIV,4,Stayed,0,,
0562-KBDVM,3,Stayed,0,,
0235-KGSLC,2,Churned,1,Other,Moved
8644-XLFBW,2,Churned,1,Competitor,Competitor offered more data
7503-MIOGA,3,Stayed,0,,
6097-EQISJ,1,Churned,1,Competitor,Competitor had better devices
7243-LCGGZ,5,Joined,0,,
5309-TAIKL,4,Stayed,0,,
2640-PMGFL,1,Churned,1,Price,Lack of affordable download/upload speed
6000-APYLU,3,Churned,1,Competitor,Competitor offered more data
8444-WRIDW,2,Churned,1,Attitude,Attitude of support person
2685-SREOM,1,Churned,1,Competitor,Competitor had better devices
6497-TILVL,3,Stayed,0,,
1360-RCYRT,4,Stayed,0,,
2884-GBPFB,3,Churned,1,Other,Moved
1360-XFJMR,4,Stayed,0,,
6439-GTPCA,1,Churned,1,Competitor,Competitor made better offer
7876-AEHIG,3,Stayed,0,,
8752-STIVR,3,Churned,1,Dissatisfaction,Limited range of services
0103-CSITQ,5,Stayed,0,,
4806-HIPDW,2,Churned,1,Dissatisfaction,Limited range of services
5804-JMYIO,3,Stayed,0,,
8096-LOIST,5,Stayed,0,,
4822-LPTYJ,4,Stayed,0,,
1093-YSWCA,3,Stayed,0,,
0254-KCJGT,4,Stayed,0,,
2332-EFBJY,1,Churned,1,Price,Long distance charges
0839-QNXME,3,Stayed,0,,
9659-QEQSY,3,Stayed,0,,
2498-XLDZR,4,Stayed,0,,
5159-YFPKQ,1,Churned,1,Competitor,Competitor had better devices
3320-VEOYC,3,Stayed,0,,
6366-ZGQGL,2,Churned,1,Dissatisfaction,Service dissatisfaction
2575-GFSOE,2,Churned,1,Attitude,Attitude of service provider
8958-JPTRR,5,Stayed,0,,
2359-QWQUL,2,Churned,1,Competitor,Competitor made better offer
9018-PCIOK,3,Stayed,0,,
8265-HKSOW,4,Stayed,0,,
8735-IJJEG,3,Stayed,0,,
5025-GOOKI,5,Stayed,0,,
4971-PUYQO,2,Churned,1,Competitor,Competitor made better offer
6278-FEPBZ,4,Stayed,0,,
6734-CKRSM,3,Joined,0,,
0248-IPDFW,4,Joined,0,,
5825-XJOCM,4,Stayed,0,,
1716-LSAMB,3,Stayed,0,,
7622-NXQZR,4,Stayed,0,,
9167-APMXZ,3,Stayed,0,,
8292-ITGYJ,4,Stayed,0,,
1087-UDSIH,3,Churned,1,Attitude,Attitude of support person
2333-KWEWW,3,Stayed,0,,
8325-QRPZR,3,Stayed,0,,
4078-SAYYN,2,Churned,1,Price,Long distance charges
2251-PYLPB,3,Stayed,0,,
4522-XRWWI,3,Stayed,0,,
3645-DEYGF,5,Joined,0,,
3022-BEXHZ,4,Stayed,0,,
7048-GXDAY,4,Stayed,0,,
9526-JAWYF,1,Churned,1,Competitor,Competitor made better offer
7114-AEOZE,4,Stayed,0,,
5930-GBIWP,4,Stayed,0,,
3656-TKRVZ,2,Churned,1,Competitor,Competitor offered more data
9084-OAYKL,4,Stayed,0,,
6394-MFYNG,2,Churned,1,Attitude,Attitude of support person
7623-HKYRK,3,Stayed,0,,
5032-MIYKT,3,Joined,0,,
8207-DMRVL,3,Stayed,0,,
7548-SEPYI,2,Churned,1,Competitor,Competitor made better offer
6266-QHOJZ,3,Stayed,0,,
9060-HJJRW,4,Stayed,0,,
2480-JZOSN,4,Joined,0,,
2740-TVLFN,3,Joined,0,,
7587-RZNME,3,Churned,1,Price,Lack of affordable download/upload speed
9776-CLUJA,1,Churned,1,Competitor,Competitor offered more data
2267-FPIMA,4,Stayed,0,,
5329-KRDTM,4,Stayed,0,,
4450-DLLMH,3,Joined,0,,
8205-VSLRB,3,Stayed,0,,
5364-XYIRR,1,Churned,1,Competitor,Competitor had better devices
8263-QMNTJ,3,Stayed,0,,
5998-DZLYR,5,Stayed,0,,
9108-EJFJP,4,Joined,0,,
2865-TCHJW,1,Churned,1,Competitor,Competitor had better devices
8049-WJCLQ,4,Stayed,0,,
3969-GYXEL,4,Stayed,0,,
8582-KRHPJ,3,Stayed,0,,
2676-ISHSF,5,Joined,0,,
7852-LECYP,4,Stayed,0,,
7268-WNTCP,4,Stayed,0,,
9530-EHPOH,1,Churned,1,Competitor,Competitor made better offer
7703-ZEKEF,2,Churned,1,Competitor,Competitor offered more data
4334-HOWRP,3,Stayed,0,,
9488-HGMJH,3,Churned,1,Competitor,Competitor made better offer
5150-ITWWB,4,Joined,0,,
1784-BXEFA,3,Stayed,0,,
7016-NVRIC,3,Stayed,0,,
6972-SNKKW,3,Stayed,0,,
8129-GMVGI,4,Stayed,0,,
8042-RNLKO,3,Stayed,0,,
7596-LDUXP,4,Stayed,0,,
2654-VBVPB,5,Joined,0,,
3363-EWLGO,3,Stayed,0,,
3258-SANFR,3,Stayed,0,,
7239-HZZCX,3,Churned,1,Competitor,Competitor made better offer
2746-DIJLO,5,Stayed,0,,
9896-UYMIE,3,Stayed,0,,
4021-RQSNY,3,Churned,1,Attitude,Attitude of service provider
1038-ZAGBI,3,Churned,1,Attitude,Attitude of support person
2933-XEUJM,4,Stayed,0,,
1855-CFULU,5,Stayed,0,,
2911-WDXMV,5,Stayed,0,,
5108-ADXWO,1,Churned,1,Competitor,Competitor made better offer
7321-PKUYW,1,Churned,1,Competitor,Competitor had better devices
7833-PKIHD,3,Stayed,0,,
6693-FRIRW,3,Stayed,0,,
4291-YZODP,5,Stayed,0,,
1480-BKXGA,3,Stayed,0,,
0098-BOWSO,5,Stayed,0,,
8952-WCVCD,3,Stayed,0,,
4273-MBHYA,3,Joined,0,,
6969-MVBAI,5,Stayed,0,,
5693-PIPCS,5,Stayed,0,,
0708-SJDIS,5,Stayed,0,,
9637-EIHEQ,2,Churned,1,Competitor,Competitor made better offer
8544-GOQSH,5,Stayed,0,,
7401-JIXNM,3,Stayed,0,,
6203-HBZPA,4,Stayed,0,,
8849-PRIQJ,3,Stayed,0,,
8992-OBVDG,4,Stayed,0,,
8606-OEGQZ,4,Stayed,0,,
9190-MFJLN,1,Churned,1,Competitor,Competitor had better devices
3177-LASXD,3,Churned,1,Dissatisfaction,Poor expertise of phone support
0980-FEXWF,5,Stayed,0,,
6885-PKOAM,3,Stayed,0,,
1403-GYAFU,3,Stayed,0,,
1703-MGIAB,5,Stayed,0,,
5858-EAFCZ,3,Joined,0,,
1084-UQCHV,2,Churned,1,Attitude,Attitude of support person
7542-CYDDM,3,Stayed,0,,
9168-INPSZ,4,Stayed,0,,
2378-HTWFW,3,Stayed,0,,
3941-XTSKM,4,Stayed,0,,
5740-YHGTW,4,Stayed,0,,
3452-ABWRL,3,Stayed,0,,
3261-CQXOL,3,Stayed,0,,
3389-YGYAI,3,Churned,1,Price,Price too high
8626-PTQGE,3,Stayed,0,,
1853-UDXBW,2,Churned,1,Price,Price too high
5458-CQJTA,1,Churned,1,Dissatisfaction,Product dissatisfaction
4521-YEEHE,5,Stayed,0,,
0114-IGABW,5,Stayed,0,,
2019-HDCZY,5,Stayed,0,,
7803-XOCCZ,3,Stayed,0,,
2080-CAZNM,5,Stayed,0,,
8387-MOJJT,1,Churned,1,Competitor,Competitor made better offer
8630-QSGXK,3,Stayed,0,,
1614-JBEBI,5,Stayed,0,,
7601-DHFWZ,3,Stayed,0,,
0505-SPOOW,4,Stayed,0,,
4942-VZZOM,3,Stayed,0,,
4695-WJZUE,1,Churned,1,Competitor,Competitor had better devices
1260-TTRXI,2,Churned,1,Price,Long distance charges
8763-KIAFH,4,Stayed,0,,
9430-FRQOC,2,Churned,1,Competitor,Competitor made better offer
3276-HDUEG,2,Churned,1,Competitor,Competitor made better offer
4123-FCVCB,4,Stayed,0,,
5346-BZCHP,5,Stayed,0,,
0716-BQNDX,3,Stayed,0,,
0434-CSFON,3,Stayed,0,,
1334-FJSVR,1,Churned,1,Dissatisfaction,Lack of self-service on Website
2254-DLXRI,4,Joined,0,,
7469-LKBCI,3,Stayed,0,,
1268-ASBGA,2,Churned,1,Dissatisfaction,Limited range of services
0754-EEBDC,4,Stayed,0,,
